301																																																																																																																																																																																																																																																																																																												
14649																																																																																																																																																																																																																																																																																																												
0	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	40	40	40	40	40	40	40	40	40	40	40	40	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10	10	10	10	20	10	10	20	10
0.000	0.000																																																																																																																																																																																																																																																																																																											
57.735	0.000																																																																																																																																																																																																																																																																																																											
28.867	50.000																																																																																																																																																																																																																																																																																																											
-28.868	50.000																																																																																																																																																																																																																																																																																																											
-57.735	0.000																																																																																																																																																																																																																																																																																																											
-28.867	-50.000																																																																																																																																																																																																																																																																																																											
28.868	-50.000																																																																																																																																																																																																																																																																																																											
86.603	50.000																																																																																																																																																																																																																																																																																																											
0.000	100.000																																																																																																																																																																																																																																																																																																											
-86.603	50.000																																																																																																																																																																																																																																																																																																											
-86.603	-50.000																																																																																																																																																																																																																																																																																																											
0.000	-100.000																																																																																																																																																																																																																																																																																																											
86.603	-50.000																																																																																																																																																																																																																																																																																																											
53.405	0.750																																																																																																																																																																																																																																																																																																											
33.198	42.500																																																																																																																																																																																																																																																																																																											
64.952	-12.500																																																																																																																																																																																																																																																																																																											
72.169	-25.000																																																																																																																																																																																																																																																																																																											
79.386	-37.500																																																																																																																																																																																																																																																																																																											
64.952	12.500																																																																																																																																																																																																																																																																																																											
72.169	25.000																																																																																																																																																																																																																																																																																																											
79.386	37.500																																																																																																																																																																																																																																																																																																											
20.207	50.000																																																																																																																																																																																																																																																																																																											
-20.207	50.000																																																																																																																																																																																																																																																																																																											
43.301	50.000																																																																																																																																																																																																																																																																																																											
57.735	50.000																																																																																																																																																																																																																																																																																																											
72.169	50.000																																																																																																																																																																																																																																																																																																											
21.651	62.500																																																																																																																																																																																																																																																																																																											
14.434	75.000																																																																																																																																																																																																																																																																																																											
0.722	87.500																																																																																																																																																																																																																																																																																																											
-33.198	42.500																																																																																																																																																																																																																																																																																																											
